Scientific_Name,ID,Code,CA_ID,CodeNum,Generic,Subsp,Western,California,Gymno,In.FFE,Bark.Thickness.25.4,Bark.Thickness.Source,Wood.density,Wood.density.Source,Decay.class,Decay.class.Source,Leaf.longevity,Leaf.longevity.Source,Leaf.area,Leaf.area.Source,Leaf.CN,Leaf.CN.Source,Leaf.length,Leaf.length.Source,Leaf.lifespan,Leaf.lifespan.Source,Leaf.N,Leaf.N.Source,Leaf.NP,Leaf.NP.Source,Leaf.thickness,Leaf.thickness.Source,Leaf.width,Leaf.width.Source,Plant.height,Plant.height.Source,Plant.lifespan,Plant.lifespan.Source,Seed.dry.mass,Seed.dry.mass.Source,SLA,SLA.Source,SSD,SSD.Source,Stem.diameter,Stem.diameter.Source,Serotiny,Serotiny.Source,Self.pruning,Self.pruning.Source,Flame_duration,Flame_duration.Source,Flame_ht,Flame_ht.Source,Pct_consumed,Pct_consumed.Source,Smolder_duration,Smolder_duration.Source
Gleditsia_triacanthos,134,Gle_Tri,NA,552,0,0.0,1,1,0,1,0.9652,FVS FFE,37.4,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.888889,TRY,125.0,TRY,167.0,TRY,NA,NA,0.67,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia_lasianthus,135,Gor_Las,NA,555,0,0.0,0,0,0,1,0.9652,FVS FFE,34.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,5846.25,TRY,NA,NA,165.03333,TRY,NA,NA,NA,NA,NA,NA,NA,NA,5.4483333,TRY,8.9,TRY,NA,NA,3.45,TRY,13.706542,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gymnocladus_dioicus,136,Gym_Dio,NA,571,0,0.0,0,0,0,1,0.7874,FVS FFE,33.1,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,TRY,NA,NA,1650.0,TRY,NA,NA,0.68,TRY,1.2,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesia_carolina,274,Hal_Car,NA,581,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesia_diptera,275,Hal_Dip,NA,582,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halesia_spp.,137,Hal_Spp,NA,580,1,NA,NA,NA,0,1,0.9652,FVS FFE,34.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilex_opaca,138,Ile_Opa,NA,591,0,0.0,0,0,0,1,1.0668,FVS FFE,31.8,FVS FFE,3.5,FVS FFE,3.0,FVS FFE,1418.41493,TRY,NA,NA,48.43673,TRY,NA,NA,10.8,TRY,15.428571,TRY,0.278,TRY,2.8350018,TRY,7.052632,TRY,NA,NA,16.1,TRY,12.331767,TRY,0.5,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juglans_cinerea,139,Jug_Cin,NA,601,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,22.5,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.0,TRY,75.0,TRY,15100.0,TRY,NA,NA,0.4,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juglans_major,276,Jug_Maj,NA,606,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juglans_microcarpa,277,Jug_Mic,NA,605,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juglans_nigra,140,Jug_Nig,NA,602,0,0.0,1,0,0,1,1.0413999999999999,FVS FFE,31.8,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,16.9,TRY,NA,NA,5.0,TRY,27.65,TRY,6.8125,TRY,NA,NA,45.0,TRY,34.103448,TRY,200.0,TRY,11700.0,TRY,26.495,TRY,0.5974286,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juglans_spp.,141,Jug_Spp,NA,600,1,NA,NA,NA,0,1,1.0413999999999999,FVS FFE,31.8,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_ashei,278,Jun_Ash,NA,61,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_coahuilensis,279,Jun_Coa,NA,59,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_deppeana,280,Jun_Dep,NA,63,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_flaccida,281,Jun_Fla,NA,60,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_monosperma,282,Jun_Mon,NA,69,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_occidentalis,15,Jun_Occ,11,64,0,0.0,1,1,1,1,0.635,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,4.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.871334,TRY,1833.33333,TRY,41.5,TRY,NA,NA,NA,NA,0.6,TRY,1,FEIS,2,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_osteosperma,283,Jun_Ost,NA,65,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_pinchotii,284,Jun_Pin,NA,58,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_scopulorum,16,Jun_Sco,NA,66,0,0.0,1,0,1,1,0.635,FVS FFE,34.9,FVS FFE,2.0,FVS FFE,4.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.583333,TRY,1470.0,TRY,17.1,TRY,NA,NA,NA,NA,0.375,TRY,1,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_spp.,17,Jun_Spp,NA,57,1,NA,NA,NA,1,1,0.9016999999999998,FVS FFE,27.4,FVS FFE,2.0,FVS FFE,5.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juniperus_virginiana,18,Jun_Vir,NA,68,0,0.0,0,0,1,1,0.9652,FVS FFE,27.4,FVS FFE,2.0,FVS FFE,5.0,FVS FFE,54.38889,TRY,NA,NA,11.72778,TRY,NA,NA,NA,NA,NA,NA,NA,NA,0.085,TRY,13.911111,TRY,375.0,TRY,10.4,TRY,1.578088,TRY,0.49,TRY,0.45,TRY,1,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laguncularia_racemosa,285,Lag_Rac,NA,988,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larix_laricina,19,Lar_Lar,NA,71,0,0.0,0,0,1,1,0.7874,FVS FFE,30.6,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,30.5,TRY,NA,NA,6.0,TRY,15.468834,TRY,8.9012,TRY,4.0,TRY,0.3575,TRY,9.186885,TRY,218.125,TRY,1.44,TRY,12.993887,TRY,0.57,TRY,0.03321494,TRY,1,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larix_lyallii,20,Lar_Lya,NA,NA,0,0.0,1,NA,1,1,1.27,FVS FFE,29.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,24.56667,TRY,NA,NA,NA,NA,19.31,TRY,NA,NA,5.0,TRY,0.335,TRY,19.190476,TRY,677.77778,TRY,3.53,TRY,11.185,TRY,NA,NA,0.7,TRY,0,FEIS,10,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Larix_occidentalis,21,Lar_Occ,NA,73,0,0.0,1,0,1,1,1.6001999999999998,FVS FFE,29.9,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,29.7,TRY,NA,NA,NA,NA,16.565556,TRY,NA,NA,5.0,TRY,0.06,TRY,51.095238,TRY,800.0,TRY,3.12,TRY,9.959,TRY,0.535,TRY,1.11666667,TRY,1,FEIS,10,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Larix_spp.,286,Lar_Spp,NA,70,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liquidambar_styraciflua,142,Liq_Sty,NA,611,0,0.0,0,0,0,1,0.9143999999999999,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,6817.44444,TRY,NA,NA,95.0,TRY,NA,NA,14.489362,TRY,5.206897,TRY,NA,NA,11.15625,TRY,13.939024,TRY,NA,NA,6.06,TRY,14.244463,TRY,0.53,TRY,0.14,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liriodendron_tulipifera,143,Lir_Tul,NA,621,0,0.0,0,0,0,1,1.0413999999999999,FVS FFE,24.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,8716.4,TRY,31.4,TRY,69.82,TRY,5.3,TRY,16.721515,TRY,15.690476,TRY,0.1763333,TRY,12.5519118,TRY,45.61065,TRY,250.0,TRY,49.4,TRY,39.773671,TRY,0.365,TRY,3.5,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithocarpus_densiflorus,144,Lit_Den,NA,631,0,0.0,1,1,0,1,1.3208,FVS FFE,36.2,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.86,TRY,276.66667,TRY,4230.0,TRY,NA,NA,0.71,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maclura_pomifera,145,Mac_Pom,NA,641,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,28.7,FVS FFE,1.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,TRY,14.384615,TRY,NA,NA,41.8,TRY,NA,NA,0.84,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_acuminata,146,Mag_Acu,NA,651,0,0.0,0,0,0,1,0.9143999999999999,FVS FFE,27.4,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,TRY,25.333333,TRY,125.0,TRY,108.0,TRY,NA,NA,0.52,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_fraseri,287,Mag_Fra,NA,655,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_grandiflora,147,Mag_Gra,NA,652,0,0.0,0,0,0,1,0.8382,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,2.0,FVS FFE,8959.58976,TRY,NA,NA,165.34058,TRY,NA,NA,16.66,TRY,NA,NA,0.3336957,TRY,6.5963649,TRY,14.25,TRY,NA,NA,71.7,TRY,9.728233,TRY,0.4438667,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_macrophylla,148,Mag_Mac,NA,654,0,0.0,0,0,0,1,0.8382,FVS FFE,27.4,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,24.575,TRY,9.451923,TRY,NA,NA,22.5,TRY,21.428571,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_spp.,149,Mag_Spp,NA,650,1,NA,NA,NA,0,1,0.9905999999999999,FVS FFE,28.05,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_tripetala,288,Mag_Tri,NA,658,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia_virginiana,150,Mag_Vir,NA,653,0,0.0,0,0,0,1,1.016,FVS FFE,27.43333,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,6912.25,TRY,NA,NA,163.4428,TRY,NA,NA,NA,NA,NA,NA,0.3426923,TRY,6.572,TRY,9.682927,TRY,NA,NA,60.1,TRY,10.275446,TRY,0.48,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus_angustifolia,289,Mal_Ang,NA,662,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus_coronaria,290,Mal_Cor,NA,663,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus_fusca,291,Mal_Fus,NA,661,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus_ioensis,292,Mal_Ioe,NA,664,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malus_spp.,151,Mal_Spp,NA,660,1,NA,NA,NA,0,1,1.0921999999999998,FVS FFE,31.54,FVS FFE,2.4,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melaleuca_quinquenervia,294,Mel_Qui,NA,992,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melia_azedarach,293,Mel_Aze,NA,993,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metopium_toxiferum,295,Met_Tox,NA,886,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morus_alba,296,Mor_Alb,NA,681,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morus_microphylla,297,Mor_Mic,NA,683,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morus_rubra,298,Mor_Rub,NA,682,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morus_spp.,152,Mor_Spp,NA,680,1,NA,NA,NA,0,1,0.9016999999999998,FVS FFE,35.85,FVS FFE,1.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyssa_aquatica,153,Nys_Aqu,NA,691,0,0.0,0,0,0,1,0.7619999999999999,FVS FFE,28.7,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.0,TRY,NA,NA,1010.0,TRY,NA,NA,0.51,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyssa_biflora,154,Nys_Bif,NA,694,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,28.7,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,2454.7,TRY,NA,NA,85.3,TRY,NA,NA,NA,NA,NA,NA,NA,NA,3.714,TRY,10.096774,TRY,NA,NA,NA,NA,16.567139,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyssa_ogeche,299,Nys_Oge,NA,692,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyssa_spp.,155,Nys_Spp,NA,690,1,NA,NA,NA,0,1,0.635,FVS FFE,28.7,FVS FFE,2.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nyssa_sylvatica,156,Nys_Syl,NA,693,0,0.0,0,0,0,1,0.9905999999999999,FVS FFE,28.7,FVS FFE,3.0,FVS FFE,1.0,FVS FFE,1366.165,TRY,NA,NA,54.1946,TRY,NA,NA,11.88,TRY,14.40678,TRY,0.1605,TRY,3.272195,TRY,23.166667,TRY,NA,NA,580.0,TRY,14.79205,TRY,0.55,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostrya_virginiana,157,Ost_Vir,NA,701,0,0.0,0,0,0,1,0.9397999999999999,FVS FFE,33.94286,FVS FFE,3.571429,FVS FFE,1.0,FVS FFE,3028.125,TRY,NA,NA,97.1,TRY,NA,NA,14.666667,TRY,5.333333,TRY,NA,NA,4.5211111,TRY,10.630444,TRY,NA,NA,15.0,TRY,29.370475,TRY,0.63,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxydendrum_arboreum,158,Oxy_Arb,NA,711,0,0.0,0,0,0,1,0.9143999999999999,FVS FFE,31.6,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,14.76,TRY,17.118644,TRY,NA,NA,NA,NA,17.5,TRY,NA,NA,0.164,TRY,NA,NA,0.59,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paulownia_tomentosa,159,Pau_Tom,NA,712,0,0.0,NA,NA,0,1,1.27,FVS FFE,28.7,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5,TRY,15.333333,TRY,NA,NA,0.171,TRY,NA,NA,0.32,TRY,1.0,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persea_borbonia,160,Per_Bor,NA,721,0,0.0,0,0,0,1,0.9652,FVS FFE,34.9,FVS FFE,4.0,FVS FFE,1.0,FVS FFE,3492.5625,TRY,NA,NA,124.93333,TRY,18.0,TRY,16.4,TRY,NA,NA,NA,NA,3.87875,TRY,5.333333,TRY,NA,NA,216.0,TRY,11.689539,TRY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Persea_spp.,300,Per_Spp,NA,720,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea_abies,22,Pic_Abi,NA,91,0,0.0,NA,NA,1,1,0.7366,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,8.0,FVS FFE,NA,NA,43.45,TRY,NA,NA,NA,NA,12.457274,TRY,12.823529,TRY,NA,NA,NA,NA,25.844201,TRY,445.83333,TRY,6.28,TRY,6.317425,TRY,0.3607471,TRY,1.00092059,TRY,0,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picea_breweriana,23,Pic_Bre,12,NA,0,0.0,1,1,1,1,0.635,FVS FFE,20.6,FVS FFE,4.0,FVS FFE,8.0,FVS FFE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.585714,TRY,900.0,TRY,7.41,TRY,NA,NA,NA,NA,0.975,TRY,1,FEIS,2,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Picea_engelmannii,24,Pic_Eng,13,93,0,0.0,1,1,1,1,0.9143999999999999,FVS FFE,20.6,FVS FFE,4.0,FVS FFE,6.0,FVS FFE,27.4923,TRY,NA,NA,NA,NA,90.0,TRY,10.3,TRY,NA,NA,NA,NA,NA,NA,37.193,TRY,550.0,TRY,2.86,TRY,3.289066,TRY,0.35,TRY,0.53,TRY,1,FEIS,2,FEIS,NA,NA,NA,NA,NA,NA,NA,NA
Picea_glauca,25,Pic_Gla,NA,94,0,0.0,1,0,1,1,0.635,FVS FFE,23.1,FVS FFE,4.0,FVS FFE,7.333333,FVS FFE,NA,NA,40.3,TRY,NA,NA,60.0,TRY,13.078701,TRY,4.063908,TRY,NA,NA,0.1,TRY,16.256154,TRY,516.66667,TRY,2.03,TRY,33.509827,TRY,0.45,TRY,0.83333333,TRY,1,FEIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
