Scientific_Name,Code,CodeNum,Western,California,Gymno,Has_BA,Bark.Thickness.25.4.FOFEM2017,Plant.height,Self.pruning,Flame_duration,Flame_ht,Pct_consumed,bt.quant,ph.quant,sp.quant,fd.quant,fh.quant,pc.quant,frs
Juniperus_scopulorum,Jun_Sco,66,1,0,1,1,0.8382,11.583333,NA,NA,NA,NA,0.3103448275862069,0.034482758620689655,NA,NA,NA,NA,0.1724137931034483
Larix_occidentalis,Lar_Occ,73,1,0,1,1,1.6002,51.095238,10,NA,NA,NA,0.8275862068965517,0.6551724137931034,1,NA,NA,NA,0.8214285714285715
Picea_engelmannii,Pic_Eng,93,1,1,1,1,0.9144,37.193,2,NA,NA,NA,0.41379310344827586,0.41379310344827586,0.2692307692307692,NA,NA,NA,0.369047619047619
Picea_glauca,Pic_Gla,94,1,0,1,1,0.635,16.256154,NA,NA,NA,NA,0.10344827586206896,0.13793103448275862,NA,NA,NA,NA,0.12068965517241378
Picea_sitchensis,Pic_Sit,98,1,1,1,1,0.6858,27.081022,2,NA,NA,NA,0.13793103448275862,0.3103448275862069,0.2692307692307692,NA,NA,NA,0.2380952380952381
Pinus_albicaulis,Pin_Alb,101,1,1,1,1,0.762,17.585765,1,182.85714285714286,48.42857142857143,63.4,0.2413793103448276,0.20689655172413793,0.07692307692307693,0.13333333333333333,0.5333333333333333,0.4666666666666667,0.24806201550387597
Pinus_contorta,Pin_Con,108,1,1,1,1,0.7112,26.055556,3,101.18095238095238,58.142857142857146,79.86666666666666,0.1724137931034483,0.27586206896551724,0.34615384615384615,0.5333333333333333,0.7333333333333333,0.7333333333333333,0.4031007751937985
Pinus_edulis,Pin_Edu,106,1,1,1,1,0.8128,13.53,1,253.85714285714286,40,62.2,0.27586206896551724,0.06896551724137931,0.07692307692307693,0.06666666666666667,0.3333333333333333,0.4,0.18604651162790697
Pinus_flexilis,Pin_Fle,113,1,1,1,1,0.762,17.142857,2,154.57142857142858,55.285714285714285,71.7,0.2413793103448276,0.1724137931034483,0.2692307692307692,0.2,0.6,0.5333333333333333,0.3023255813953489
Pinus_jeffreyi,Pin_Jef,116,1,1,1,1,1.7272,51.416667,10,79.2,67.3,90,0.8620689655172413,0.7586206896551724,1,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.875968992248062
Pinus_lambertiana,Pin_Lam,117,1,1,1,1,1.8288,62.285714,10,128.5,55.6,77.1,0.896551724137931,0.9310344827586207,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.806201550387597
Pinus_monticola,Pin_Mon3,119,1,1,1,1,0.889,62.133333,6,90.29,75.14,82.78,0.3793103448275862,0.896551724137931,0.8076923076923077,0.6,0.9333333333333333,0.8,0.7209302325581396
Pinus_ponderosa,Pin_Pon,122,1,1,1,1,1.6002,41.229048,10,79.7,77,92,0.8275862068965517,0.4482758620689655,1,0.8,1,1,0.813953488372093
Pseudotsuga_menziesii,Pse_Men,202,1,1,1,1,1.6002,54.256194,5,105.8,26.2,26.6,0.8275862068965517,0.7931034482758621,0.7692307692307693,0.4666666666666667,0.2,0.2,0.62015503875969
Sequoia_sempervirens,Seq_Sem,211,1,1,1,1,2.0574,95.165217,5,73.4,59.4,86.1,1,1,0.7692307692307693,0.9333333333333333,0.8,0.8666666666666667,0.9069767441860466
Sequoiadendron_giganteum,Seq_Gig,212,1,1,1,1,2.0574,85.578947,8,148.5,42.6,75.8,1,0.9655172413793104,0.8461538461538461,0.26666666666666666,0.4666666666666667,0.6,0.7674418604651163
Thuja_plicata,Thu_Pli,242,1,1,1,1,0.889,51.191667,5,113.2,42.4,45.7,0.3793103448275862,0.6896551724137931,0.7692307692307693,0.4,0.4,0.3333333333333333,0.5271317829457365
Tsuga_heterophylla,Tsu_Het,263,1,1,1,1,1.016,48.126984,4,68.4,24.6,18.8,0.5172413793103449,0.5862068965517241,0.46153846153846156,1,0.13333333333333333,0.06666666666666667,0.48062015503875977
Tsuga_mertensiana,Tsu_Mer,264,1,1,1,1,1.016,25,5,NA,NA,NA,0.5172413793103449,0.2413793103448276,0.7692307692307693,NA,NA,NA,0.5
